PERMNO,date,TICKER,COMNAM,DLPRC,DLRET,PRC,RET,SHROUT
12622,20130930,HCA,H C A HOLDINGS INC,,,42.75000,0.119403,447201
12622,20131031,HCA,H C A HOLDINGS INC,,,47.14000,0.102690,436917
12622,20131129,HCA,H C A HOLDINGS INC,,,46.42000,-0.015274,447838
12622,20131231,HCA,H C A HOLDINGS INC,,,47.71000,0.027790,447838
12622,20140131,HCA,H C A HOLDINGS INC,,,50.27000,0.053658,447838
12622,20140228,HCA,H C A HOLDINGS INC,,,51.20000,0.018500,440513
12622,20140331,HCA,H C A HOLDINGS INC,,,52.50000,0.025391,443756
12622,20140430,HCA,H C A HOLDINGS INC,,,52.00000,-0.009524,443756
12622,20140530,HCA,H C A HOLDINGS INC,,,52.99000,0.019038,429646
12622,20140630,HCA,H C A HOLDINGS INC,,,56.38000,0.063974,429646
12622,20140731,HCA,H C A HOLDINGS INC,,,65.31000,0.158389,429646
12622,20140829,HCA,H C A HOLDINGS INC,,,69.82000,0.069055,432385
12622,20140930,HCA,H C A HOLDINGS INC,,,70.52000,0.010026,432385
12622,20141031,HCA,H C A HOLDINGS INC,,,70.05000,-0.006665,432385
12622,20141128,HCA,H C A HOLDINGS INC,,,69.69000,-0.005139,433564
12622,20141231,HCA,H C A HOLDINGS INC,,,73.39000,0.053092,433564
12622,20150130,HCA,H C A HOLDINGS INC,,,70.80000,-0.035291,420478
12622,20150227,HCA,H C A HOLDINGS INC,,,71.54000,0.010452,420577
12622,20150331,HCA,H C A HOLDINGS INC,,,75.23000,0.051580,419504
12622,20150430,HCA,H C A HOLDINGS INC,,,74.01000,-0.016217,419504
12622,20150529,HCA,H C A HOLDINGS INC,,,81.83000,0.105661,414321
12622,20150630,HCA,H C A HOLDINGS INC,,,90.72000,0.108640,414321
12622,20150731,HCA,H C A HOLDINGS INC,,,93.01000,0.025243,414321
12622,20150831,HCA,H C A HOLDINGS INC,,,86.62000,-0.068702,415192
12622,20150930,HCA,H C A HOLDINGS INC,,,77.36000,-0.106904,415192
12622,20151030,HCA,H C A HOLDINGS INC,,,68.79000,-0.110781,407668
12622,20151130,HCA,H C A HOLDINGS INC,,,68.06000,-0.010612,407668
12622,20151231,HCA,H C A HOLDINGS INC,,,67.63000,-0.006318,407668
12622,20160129,HCA,H C A HOLDINGS INC,,,69.58000,0.028833,398739
12622,20160229,HCA,H C A HOLDINGS INC,,,69.21000,-0.005318,396958
12622,20160331,HCA,H C A HOLDINGS INC,,,78.05000,0.127727,395768
12622,20160429,HCA,H C A HOLDINGS INC,,,80.62000,0.032928,395768
12622,20160531,HCA,H C A HOLDINGS INC,,,78.02000,-0.032250,391054
12622,20160630,HCA,H C A HOLDINGS INC,,,77.01000,-0.012945,391054
13267,20120131,,,,,,,
13267,20120229,CZR,CAESARS ENTERTAINMENT CORP,,,11.32000,C,125026
13267,20120330,CZR,CAESARS ENTERTAINMENT CORP,,,14.74000,0.302120,125300
13267,20120430,CZR,CAESARS ENTERTAINMENT CORP,,,14.64000,-0.006784,125300
13267,20120531,CZR,CAESARS ENTERTAINMENT CORP,,,12.14000,-0.170765,125297
13267,20120629,CZR,CAESARS ENTERTAINMENT CORP,,,11.40000,-0.060956,125300
13267,20120731,CZR,CAESARS ENTERTAINMENT CORP,,,8.38000,-0.264912,125300
13267,20120831,CZR,CAESARS ENTERTAINMENT CORP,,,7.18000,-0.143198,125312
13267,20120928,CZR,CAESARS ENTERTAINMENT CORP,,,6.80000,-0.052925,125300
13267,20121031,CZR,CAESARS ENTERTAINMENT CORP,,,5.79000,-0.148529,125300
13267,20121130,CZR,CAESARS ENTERTAINMENT CORP,,,6.10000,0.053541,125312
13267,20121231,CZR,CAESARS ENTERTAINMENT CORP,,,6.92000,0.134426,125400
13267,20130131,CZR,CAESARS ENTERTAINMENT CORP,,,8.05000,0.163295,125400
13267,20130228,CZR,CAESARS ENTERTAINMENT CORP,,,12.50000,0.552795,125362
13267,20130328,CZR,CAESARS ENTERTAINMENT CORP,,,15.86000,0.268800,125400
13267,20130430,CZR,CAESARS ENTERTAINMENT CORP,,,15.91000,0.003153,125400
13267,20130531,CZR,CAESARS ENTERTAINMENT CORP,,,14.49000,-0.089252,125360
13267,20130628,CZR,CAESARS ENTERTAINMENT CORP,,,13.70000,-0.054520,126300
13267,20130731,CZR,CAESARS ENTERTAINMENT CORP,,,16.06000,0.172263,126300
13267,20130830,CZR,CAESARS ENTERTAINMENT CORP,,,21.47000,0.336862,126294
13267,20130930,CZR,CAESARS ENTERTAINMENT CORP,,,19.68000,-0.083372,126500
13267,20131031,CZR,CAESARS ENTERTAINMENT CORP,,,17.43500,-0.114075,136879
13267,20131129,CZR,CAESARS ENTERTAINMENT CORP,,,20.44000,0.172355,136882
13267,20131231,CZR,CAESARS ENTERTAINMENT CORP,,,21.54000,0.053816,136800
13267,20140131,CZR,CAESARS ENTERTAINMENT CORP,,,22.01000,0.021820,136800
13267,20140228,CZR,CAESARS ENTERTAINMENT CORP,,,25.96000,0.179464,137161
13267,20140331,CZR,CAESARS ENTERTAINMENT CORP,,,19.01000,-0.267720,137200
13267,20140430,CZR,CAESARS ENTERTAINMENT CORP,,,18.47000,-0.028406,144213
13267,20140530,CZR,CAESARS ENTERTAINMENT CORP,,,18.23000,-0.012994,144215
13267,20140630,CZR,CAESARS ENTERTAINMENT CORP,,,18.08000,-0.008228,142000
13267,20140731,CZR,CAESARS ENTERTAINMENT CORP,,,16.00000,-0.115044,142000
13267,20140829,CZR,CAESARS ENTERTAINMENT CORP,,,13.44000,-0.160000,144241
13267,20140930,CZR,CAESARS ENTERTAINMENT CORP,,,12.58000,-0.063988,144300
13267,20141031,CZR,CAESARS ENTERTAINMENT CORP,,,12.19000,-0.031002,144362
13267,20141128,CZR,CAESARS ENTERTAINMENT CORP,,,16.96000,0.391304,144362
13267,20141231,CZR,CAESARS ENTERTAINMENT CORP,,,15.69000,-0.074882,145000
13267,20150130,CZR,CAESARS ENTERTAINMENT CORP,,,10.89000,-0.305927,145000
13267,20150227,CZR,CAESARS ENTERTAINMENT CORP,,,10.60000,-0.026630,144677
13267,20150331,CZR,CAESARS ENTERTAINMENT CORP,,,10.53000,-0.006604,143000
13267,20150430,CZR,CAESARS ENTERTAINMENT CORP,,,9.49000,-0.098765,143000
13267,20150529,CZR,CAESARS ENTERTAINMENT CORP,,,9.36000,-0.013699,144697
13267,20150630,CZR,CAESARS ENTERTAINMENT CORP,,,6.12000,-0.346154,145002
13267,20150731,CZR,CAESARS ENTERTAINMENT CORP,,,5.21000,-0.148693,145002
13267,20150831,CZR,CAESARS ENTERTAINMENT CORP,,,9.55000,0.833013,145002
13267,20150930,CZR,CAESARS ENTERTAINMENT CORP,,,5.89000,-0.383246,144908
13267,20151030,CZR,CAESARS ENTERTAINMENT CORP,,,8.05000,0.366723,144908
13267,20151130,CZR,CAESARS ENTERTAINMENT CORP,,,8.47000,0.052174,144908
13267,20151231,CZR,CAESARS ENTERTAINMENT CORP,,,7.89000,-0.068477,145000
13267,20160129,CZR,CAESARS ENTERTAINMENT CORP,,,6.93000,-0.121673,145000
13267,20160229,CZR,CAESARS ENTERTAINMENT CORP,,,9.04000,0.304473,145144
13267,20160331,CZR,CAESARS ENTERTAINMENT CORP,,,6.80000,-0.247788,145661
13267,20160429,CZR,CAESARS ENTERTAINMENT CORP,,,6.83000,0.004412,145661
13267,20160531,CZR,CAESARS ENTERTAINMENT CORP,,,7.33000,0.073206,145661
13267,20160630,CZR,CAESARS ENTERTAINMENT CORP,,,7.69000,0.049113,146923
13856,20060731,PEP,PEPSICO INC,,,63.38000,0.055630,1648680
13856,20060831,PEP,PEPSICO INC,,,65.28000,0.029978,1648680
13856,20060929,PEP,PEPSICO INC,,,65.26000,0.004289,1648680
13856,20061031,PEP,PEPSICO INC,,,63.44000,-0.027888,1642081
13856,20061130,PEP,PEPSICO INC,,,61.97000,-0.023171,1642081
13856,20061229,PEP,PEPSICO INC,,,62.55000,0.014200,1642081
13856,20070131,PEP,PEPSICO INC,,,65.24000,0.043006,1642081
13856,20070228,PEP,PEPSICO INC,,,63.15000,-0.032036,1637765
13856,20070330,PEP,PEPSICO INC,,,63.56000,0.011243,1636043
13856,20070430,PEP,PEPSICO INC,,,66.09000,0.039805,1628923
13856,20070531,PEP,PEPSICO INC,,,68.33000,0.033893,1628923
13856,20070629,PEP,PEPSICO INC,,,64.85000,-0.045441,1628923
13856,20070731,PEP,PEPSICO INC,,,65.62000,0.011874,1615787
13856,20070831,PEP,PEPSICO INC,,,68.03000,0.036727,1615787
13856,20070928,PEP,PEPSICO INC,,,73.26000,0.082390,1615787
13856,20071031,PEP,PEPSICO INC,,,73.72000,0.006279,1609702
13856,20071130,PEP,PEPSICO INC,,,77.18000,0.046934,1609702
13856,20071231,PEP,PEPSICO INC,,,75.90000,-0.011726,1609702
13856,20080131,PEP,PEPSICO INC,,,68.05000,-0.103426,1609702
13856,20080229,PEP,PEPSICO INC,,,69.56000,0.022189,1601789
13856,20080331,PEP,PEPSICO INC,,,72.20000,0.043344,1595180
13856,20080430,PEP,PEPSICO INC,,,68.53000,-0.050831,1586089
13856,20080530,PEP,PEPSICO INC,,,68.30000,-0.003356,1586089
13856,20080630,PEP,PEPSICO INC,,,63.59000,-0.062738,1586089
13856,20080731,PEP,PEPSICO INC,,,66.56000,0.046705,1565521
13856,20080829,PEP,PEPSICO INC,,,68.48000,0.028846,1565521
13856,20080930,PEP,PEPSICO INC,,,71.27000,0.046948,1565521
13856,20081031,PEP,PEPSICO INC,,,57.01000,-0.200084,1553121
13856,20081128,PEP,PEPSICO INC,,,56.70000,-0.005438,1553121
13856,20081231,PEP,PEPSICO INC,,,54.77000,-0.026543,1553121
13856,20090130,PEP,PEPSICO INC,,,50.23000,-0.082892,1553121
13856,20090227,PEP,PEPSICO INC,,,48.14000,-0.041609,1556292
13856,20090331,PEP,PEPSICO INC,,,51.48000,0.078209,1556731
13856,20090430,PEP,PEPSICO INC,,,49.76000,-0.033411,1556791
13856,20090529,PEP,PEPSICO INC,,,52.05000,0.046021,1556791
13856,20090630,PEP,PEPSICO INC,,,54.96000,0.064553,1556791
13856,20090731,PEP,PEPSICO INC,,,56.75000,0.032569,1557858
13856,20090831,PEP,PEPSICO INC,,,56.67000,-0.001410,1557999
13856,20090930,PEP,PEPSICO INC,,,58.66000,0.043056,1557999
13856,20091030,PEP,PEPSICO INC,,,60.55000,0.032220,1560445
13856,20091130,PEP,PEPSICO INC,,,62.22000,0.027581,1560445
13856,20091231,PEP,PEPSICO INC,,,60.80000,-0.015590,1560445
13856,20100129,PEP,PEPSICO INC,,,59.62000,-0.019408,1565363
13856,20100226,PEP,PEPSICO INC,,,62.47000,0.047803,1569901
13856,20100331,PEP,PEPSICO INC,,,66.16000,0.066272,1652690
13856,20100430,PEP,PEPSICO INC,,,65.22000,-0.014208,1612719
13856,20100528,PEP,PEPSICO INC,,,62.89000,-0.035725,1612719
13856,20100630,PEP,PEPSICO INC,,,60.95000,-0.023215,1612719
13856,20100730,PEP,PEPSICO INC,,,64.91000,0.064971,1590934
13856,20100831,PEP,PEPSICO INC,,,64.18000,-0.011246,1590934
13856,20100930,PEP,PEPSICO INC,,,66.44000,0.042692,1590934
13856,20101029,PEP,PEPSICO INC,,,65.30000,-0.017158,1584841
13856,20101130,PEP,PEPSICO INC,,,64.63000,-0.010260,1584841
13856,20101231,PEP,PEPSICO INC,,,65.33000,0.018258,1584841
13856,20110131,PEP,PEPSICO INC,,,64.31000,-0.015613,1584841
13856,20110228,PEP,PEPSICO INC,,,63.42000,-0.013839,1586503
13856,20110331,PEP,PEPSICO INC,,,64.41000,0.023179,1600455
13856,20110429,PEP,PEPSICO INC,,,68.89000,0.069554,1580654
13856,20110531,PEP,PEPSICO INC,,,71.12000,0.032370,1580654
13856,20110630,PEP,PEPSICO INC,,,70.43000,-0.002461,1580654
13856,20110729,PEP,PEPSICO INC,,,64.04000,-0.090728,1582605
13856,20110831,PEP,PEPSICO INC,,,64.43000,0.014132,1582605
13856,20110930,PEP,PEPSICO INC,,,61.90000,-0.039267,1582605
13856,20111031,PEP,PEPSICO INC,,,62.95000,0.016963,1563410
13856,20111130,PEP,PEPSICO INC,,,64.00000,0.024861,1563410
13856,20111230,PEP,PEPSICO INC,,,66.35000,0.036719,1563410
13856,20120131,PEP,PEPSICO INC,,,65.67000,-0.010249,1563410
13856,20120229,PEP,PEPSICO INC,,,62.94000,-0.033729,1570642
13856,20120330,PEP,PEPSICO INC,,,66.35000,0.054179,1587484
13856,20120430,PEP,PEPSICO INC,,,66.00000,-0.005275,1563965
13856,20120531,PEP,PEPSICO INC,,,67.85000,0.036174,1563965
13856,20120629,PEP,PEPSICO INC,,,70.66000,0.041415,1563965
13856,20120731,PEP,PEPSICO INC,,,72.73000,0.029295,1556275
13856,20120831,PEP,PEPSICO INC,,,72.43000,-0.004125,1556275
13856,20120928,PEP,PEPSICO INC,,,70.77000,-0.015498,1556275
13856,20121031,PEP,PEPSICO INC,,,69.24000,-0.021619,1546854
13856,20121130,PEP,PEPSICO INC,,,70.21000,0.014009,1546854
13856,20121231,PEP,PEPSICO INC,,,68.43000,-0.017697,1546854
13856,20130131,PEP,PEPSICO INC,,,72.85000,0.064592,1546854
13856,20130228,PEP,PEPSICO INC,,,75.77000,0.047461,1542783
13856,20130328,PEP,PEPSICO INC,,,79.11000,0.044081,1561514
13856,20130430,PEP,PEPSICO INC,,,82.47000,0.042473,1546416
13856,20130531,PEP,PEPSICO INC,,,80.77000,-0.020614,1546416
13856,20130628,PEP,PEPSICO INC,,,81.79000,0.019655,1546416
13856,20130731,PEP,PEPSICO INC,,,83.54000,0.021396,1542214
13856,20130830,PEP,PEPSICO INC,,,79.73000,-0.045607,1542214
13856,20130930,PEP,PEPSICO INC,,,79.50000,0.004233,1542214
13856,20131031,PEP,PEPSICO INC,,,84.09000,0.057736,1533600
13856,20131129,PEP,PEPSICO INC,,,84.46000,0.004400,1533600
13856,20131231,PEP,PEPSICO INC,,,82.94000,-0.011277,1533600
13856,20140131,PEP,PEPSICO INC,,,80.36000,-0.031107,1533600
13856,20140228,PEP,PEPSICO INC,,,80.07000,-0.003609,1522466
13856,20140331,PEP,PEPSICO INC,,,83.50000,0.049925,1536142
13856,20140430,PEP,PEPSICO INC,,,85.89000,0.028623,1516052
13856,20140530,PEP,PEPSICO INC,,,88.33000,0.028408,1516052
13856,20140630,PEP,PEPSICO INC,,,89.34000,0.018850,1516052
13856,20140731,PEP,PEPSICO INC,,,88.10000,-0.013880,1506789
13856,20140829,PEP,PEPSICO INC,,,92.49000,0.049830,1506789
13856,20140930,PEP,PEPSICO INC,,,93.09000,0.013569,1506789
13856,20141031,PEP,PEPSICO INC,,,96.17000,0.033086,1496606
13856,20141128,PEP,PEPSICO INC,,,100.10000,0.040865,1496606
13856,20141231,PEP,PEPSICO INC,,,94.56000,-0.048801,1496606
13856,20150130,PEP,PEPSICO INC,,,93.78000,-0.008249,1496606
13856,20150227,PEP,PEPSICO INC,,,98.98000,0.055449,1482369
13856,20150331,PEP,PEPSICO INC,,,95.62000,-0.027329,1482356
13856,20150430,PEP,PEPSICO INC,,,95.12000,-0.005229,1476051
13856,20150529,PEP,PEPSICO INC,,,96.43000,0.013772,1476051
13856,20150630,PEP,PEPSICO INC,,,93.34000,-0.024759,1476051
13856,20150731,PEP,PEPSICO INC,,,96.35000,0.032248,1468993
13856,20150831,PEP,PEPSICO INC,,,92.93000,-0.035496,1468993
13856,20150930,PEP,PEPSICO INC,,,94.30000,0.022302,1456851
13856,20151030,PEP,PEPSICO INC,,,102.19000,0.083669,1456851
13856,20151130,PEP,PEPSICO INC,,,100.16000,-0.019865,1456851
13856,20151231,PEP,PEPSICO INC,,,99.92000,0.004618,1456851
13856,20160129,PEP,PEPSICO INC,,,99.30000,-0.006205,1456851
13856,20160229,PEP,PEPSICO INC,,,97.82000,-0.014904,1445413
13856,20160331,PEP,PEPSICO INC,,,102.48000,0.054820,1461287
13856,20160429,PEP,PEPSICO INC,,,102.96000,0.004684,1444417
13856,20160531,PEP,PEPSICO INC,,,101.17000,-0.017385,1444417
13856,20160630,PEP,PEPSICO INC,,,105.94000,0.054586,1444417
13901,20060731,MO,ALTRIA GROUP INC,,,79.97000,0.089064,2088126
13901,20060831,MO,ALTRIA GROUP INC,,,83.53000,0.044517,2093455
13901,20060929,MO,ALTRIA GROUP INC,,,76.55000,-0.073267,2093455
13901,20061031,MO,ALTRIA GROUP INC,,,81.33000,0.062443,2093455
13901,20061130,MO,ALTRIA GROUP INC,,,84.21000,0.035411,2095881
13901,20061229,MO,ALTRIA GROUP INC,,,85.82000,0.029331,2095881
13901,20070131,MO,ALTRIA GROUP INC,,,87.39000,0.018294,2095881
13901,20070228,MO,ALTRIA GROUP INC,,,84.28000,-0.035588,2097081
13901,20070330,MO,ALTRIA GROUP INC,,,87.81000,0.052088,2099942
13901,20070430,MO,ALTRIA GROUP INC,,,68.92000,0.030498,2099942
13901,20070531,MO,ALTRIA GROUP INC,,,71.10000,0.031631,2103246
13901,20070629,MO,ALTRIA GROUP INC,,,70.14000,-0.003797,2103246
13901,20070731,MO,ALTRIA GROUP INC,,,66.47000,-0.052324,2103246
13901,20070831,MO,ALTRIA GROUP INC,,,69.41000,0.044231,2105209
13901,20070928,MO,ALTRIA GROUP INC,,,69.53000,0.012534,2105209
13901,20071031,MO,ALTRIA GROUP INC,,,72.93000,0.048900,2105209
13901,20071130,MO,ALTRIA GROUP INC,,,77.56000,0.063485,2106320
13901,20071231,MO,ALTRIA GROUP INC,,,75.58000,-0.015859,2106320
13901,20080131,MO,ALTRIA GROUP INC,,,75.79000,0.002779,2106320
13901,20080229,MO,ALTRIA GROUP INC,,,73.14000,-0.034965,2108301
13901,20080331,MO,ALTRIA GROUP INC,,,22.20000,0.005332,2108301
13901,20080430,MO,ALTRIA GROUP INC,,,20.00000,-0.099099,2099733
13901,20080530,MO,ALTRIA GROUP INC,,,22.26000,0.113000,2094333
13901,20080630,MO,ALTRIA GROUP INC,,,20.56000,-0.063342,2094333
13901,20080731,MO,ALTRIA GROUP INC,,,20.35000,-0.010214,2094333
13901,20080829,MO,ALTRIA GROUP INC,,,21.03000,0.033415,2059730
13901,20080930,MO,ALTRIA GROUP INC,,,19.84000,-0.041369,2059730
13901,20081031,MO,ALTRIA GROUP INC,,,19.19000,-0.032762,2059730
13901,20081128,MO,ALTRIA GROUP INC,,,16.08000,-0.162064,2060398
13901,20081231,MO,ALTRIA GROUP INC,,,15.06000,-0.043532,2060398
13901,20090130,MO,ALTRIA GROUP INC,,,16.54000,0.098274,2060398
13901,20090227,MO,ALTRIA GROUP INC,,,15.44000,-0.066506,2060398
13901,20090331,MO,ALTRIA GROUP INC,,,16.02000,0.058290,2066194
13901,20090430,MO,ALTRIA GROUP INC,,,16.33000,0.019351,2067518
13901,20090529,MO,ALTRIA GROUP INC,,,17.09000,0.046540,2067646
13901,20090630,MO,ALTRIA GROUP INC,,,16.39000,-0.022235,2067646
13901,20090731,MO,ALTRIA GROUP INC,,,17.53000,0.069555,2071359
13901,20090831,MO,ALTRIA GROUP INC,,,18.28000,0.042784,2071359
13901,20090930,MO,ALTRIA GROUP INC,,,17.81000,-0.007112,2071359
13901,20091030,MO,ALTRIA GROUP INC,,,18.11000,0.016845,2072211
13901,20091130,MO,ALTRIA GROUP INC,,,18.81000,0.038653,2072211
13901,20091231,MO,ALTRIA GROUP INC,,,19.63000,0.061669,2072211
13901,20100129,MO,ALTRIA GROUP INC,,,19.86000,0.011717,2076029
13901,20100226,MO,ALTRIA GROUP INC,,,20.12000,0.013092,2080532
13901,20100331,MO,ALTRIA GROUP INC,,,20.52000,0.037276,2080532
13901,20100430,MO,ALTRIA GROUP INC,,,21.19000,0.032651,2082566
13901,20100528,MO,ALTRIA GROUP INC,,,20.29000,-0.042473,2082566
13901,20100630,MO,ALTRIA GROUP INC,,,20.04000,0.004929,2082566
13901,20100730,MO,ALTRIA GROUP INC,,,22.16000,0.105788,2083965
13901,20100831,MO,ALTRIA GROUP INC,,,22.32000,0.007220,2083965
13901,20100930,MO,ALTRIA GROUP INC,,,24.02000,0.093190,2083965
13901,20101029,MO,ALTRIA GROUP INC,,,25.41750,0.058181,2087827
13901,20101130,MO,ALTRIA GROUP INC,,,24.00000,-0.055769,2087827
13901,20101231,MO,ALTRIA GROUP INC,,,24.62000,0.041667,2087827
13901,20110131,MO,ALTRIA GROUP INC,,,23.51000,-0.045085,2088740
13901,20110228,MO,ALTRIA GROUP INC,,,25.37000,0.079115,2091986
13901,20110331,MO,ALTRIA GROUP INC,,,26.03000,0.040993,2091986
13901,20110429,MO,ALTRIA GROUP INC,,,26.84000,0.031118,2093387
13901,20110531,MO,ALTRIA GROUP INC,,,28.06000,0.045455,2093387
13901,20110630,MO,ALTRIA GROUP INC,,,26.41000,-0.045260,2093387
13901,20110729,MO,ALTRIA GROUP INC,,,26.30000,-0.004165,2071234
13901,20110831,MO,ALTRIA GROUP INC,,,27.19000,0.033840,2071234
13901,20110930,MO,ALTRIA GROUP INC,,,26.81000,0.001103,2071234
13901,20111031,MO,ALTRIA GROUP INC,,,27.55000,0.027602,2056423
13901,20111130,MO,ALTRIA GROUP INC,,,28.69000,0.041379,2056423
13901,20111230,MO,ALTRIA GROUP INC,,,29.65000,0.047752,2056423
13901,20120131,MO,ALTRIA GROUP INC,,,28.40000,-0.042159,2056423
13901,20120229,MO,ALTRIA GROUP INC,,,30.10000,0.059859,2045667
13901,20120330,MO,ALTRIA GROUP INC,,,30.87000,0.039203,2045667
13901,20120430,MO,ALTRIA GROUP INC,,,32.21000,0.043408,2034844
13901,20120531,MO,ALTRIA GROUP INC,,,32.19000,-0.000621,2034844
13901,20120629,MO,ALTRIA GROUP INC,,,34.55000,0.086052,2034844
13901,20120731,MO,ALTRIA GROUP INC,,,35.97000,0.041100,2032833
13901,20120831,MO,ALTRIA GROUP INC,,,33.96000,-0.055880,2032833
13901,20120928,MO,ALTRIA GROUP INC,,,33.39000,-0.003828,2032833
13901,20121031,MO,ALTRIA GROUP INC,,,31.80000,-0.047619,2025106
13901,20121130,MO,ALTRIA GROUP INC,,,33.81000,0.063208,2025106
13901,20121231,MO,ALTRIA GROUP INC,,,31.44000,-0.057084,2025106
13901,20130131,MO,ALTRIA GROUP INC,,,33.68000,0.071247,2025106
13901,20130228,MO,ALTRIA GROUP INC,,,33.55000,-0.003860,2009855
13901,20130328,MO,ALTRIA GROUP INC,,,34.39000,0.038152,2009855
13901,20130430,MO,ALTRIA GROUP INC,,,36.51000,0.061646,2008662
13901,20130531,MO,ALTRIA GROUP INC,,,36.10000,-0.011230,2008662
13901,20130628,MO,ALTRIA GROUP INC,,,34.99000,-0.018559,2008662
13901,20130731,MO,ALTRIA GROUP INC,,,35.06000,0.002001,2004410
13901,20130830,MO,ALTRIA GROUP INC,,,33.88000,-0.033657,2004410
13901,20130930,MO,ALTRIA GROUP INC,,,34.35000,0.028040,2004410
13901,20131031,MO,ALTRIA GROUP INC,,,37.23000,0.083843,2000015
13901,20131129,MO,ALTRIA GROUP INC,,,36.98000,-0.006715,2000015
13901,20131231,MO,ALTRIA GROUP INC,,,38.39000,0.051109,2000015
13901,20140131,MO,ALTRIA GROUP INC,,,35.22000,-0.082574,1993479
13901,20140228,MO,ALTRIA GROUP INC,,,36.26000,0.029529,1992854
13901,20140331,MO,ALTRIA GROUP INC,,,37.43000,0.045505,1992854
13901,20140430,MO,ALTRIA GROUP INC,,,40.11000,0.071600,1986461
13901,20140530,MO,ALTRIA GROUP INC,,,41.56000,0.036151,1986461
13901,20140630,MO,ALTRIA GROUP INC,,,41.94000,0.020693,1986461
13901,20140731,MO,ALTRIA GROUP INC,,,40.60000,-0.031950,1983449
13901,20140829,MO,ALTRIA GROUP INC,,,43.08000,0.061084,1983449
13901,20140930,MO,ALTRIA GROUP INC,,,45.94000,0.078459,1983449
13901,20141031,MO,ALTRIA GROUP INC,,,48.34000,0.052242,1976470
13901,20141128,MO,ALTRIA GROUP INC,,,50.26000,0.039719,1976470
13901,20141231,MO,ALTRIA GROUP INC,,,49.27000,-0.009351,1976470
13901,20150130,MO,ALTRIA GROUP INC,,,53.10000,0.077735,1976470
13901,20150227,MO,ALTRIA GROUP INC,,,56.29000,0.060075,1969317
13901,20150331,MO,ALTRIA GROUP INC,,,50.02000,-0.102150,1969317
13901,20150430,MO,ALTRIA GROUP INC,,,50.05000,0.000600,1966558
13901,20150529,MO,ALTRIA GROUP INC,,,51.20000,0.022977,1966558
13901,20150630,MO,ALTRIA GROUP INC,,,48.91000,-0.034570,1966558
13901,20150731,MO,ALTRIA GROUP INC,,,54.38000,0.111838,1960695
13901,20150831,MO,ALTRIA GROUP INC,,,53.58000,-0.014711,1960695
13901,20150930,MO,ALTRIA GROUP INC,,,54.40000,0.025849,1960695
13901,20151030,MO,ALTRIA GROUP INC,,,60.47000,0.111581,1960679
13901,20151130,MO,ALTRIA GROUP INC,,,57.60000,-0.047462,1960679
13901,20151231,MO,ALTRIA GROUP INC,,,58.21000,0.020399,1960679
13901,20160129,MO,ALTRIA GROUP INC,,,61.11000,0.049820,1960059
13901,20160229,MO,ALTRIA GROUP INC,,,61.57000,0.007527,1957932
13901,20160331,MO,ALTRIA GROUP INC,,,62.66000,0.026880,1957932
13901,20160429,MO,ALTRIA GROUP INC,,,62.71000,0.000798,1956425
13901,20160531,MO,ALTRIA GROUP INC,,,63.64000,0.014830,1956425
13901,20160630,MO,ALTRIA GROUP INC,,,68.96000,0.092473,1956425
14008,20060731,AMGN,AMGEN INC,,,69.71000,0.068680,1170571
14008,20060831,AMGN,AMGEN INC,,,68.03000,-0.024100,1170571
14008,20060929,AMGN,AMGEN INC,,,71.53000,0.051448,1166000
14008,20061031,AMGN,AMGEN INC,,,75.91000,0.061233,1166518
14008,20061130,AMGN,AMGEN INC,,,71.04000,-0.064155,1166518
14008,20061229,AMGN,AMGEN INC,,,68.31000,-0.038429,1166000
14008,20070131,AMGN,AMGEN INC,,,70.37000,0.030157,1167459
14008,20070228,AMGN,AMGEN INC,,,64.26000,-0.086827,1167044
14008,20070330,AMGN,AMGEN INC,,,55.88000,-0.130408,1159000
14008,20070430,AMGN,AMGEN INC,,,64.14000,0.147817,1159645
14008,20070531,AMGN,AMGEN INC,,,56.45000,-0.119894,1159645
14008,20070629,AMGN,AMGEN INC,,,55.29000,-0.020549,1089000
14008,20070731,AMGN,AMGEN INC,,,53.74000,-0.028034,1089000
14008,20070831,AMGN,AMGEN INC,,,50.11000,-0.067547,1086742
14008,20070928,AMGN,AMGEN INC,,,56.57000,0.128916,1087000
14008,20071031,AMGN,AMGEN INC,,,58.11000,0.027223,1087000
14008,20071130,AMGN,AMGEN INC,,,55.25000,-0.049217,1087642
14008,20071231,AMGN,AMGEN INC,,,46.44000,-0.159457,1087000
14008,20080131,AMGN,AMGEN INC,,,46.59000,0.003230,1087000
14008,20080229,AMGN,AMGEN INC,,,45.52000,-0.022966,1087628
14008,20080331,AMGN,AMGEN INC,,,41.78000,-0.082162,1088000
14008,20080430,AMGN,AMGEN INC,,,41.87000,0.002154,1088000
14008,20080530,AMGN,AMGEN INC,,,44.03000,0.051588,1088696
14008,20080630,AMGN,AMGEN INC,,,47.16000,0.071088,1057000
14008,20080731,AMGN,AMGEN INC,,,62.63000,0.328032,1057000
14008,20080829,AMGN,AMGEN INC,,,62.85000,0.003513,1058036
14008,20080930,AMGN,AMGEN INC,,,59.27000,-0.056961,1059000
14008,20081031,AMGN,AMGEN INC,,,59.89000,0.010461,1059521
14008,20081128,AMGN,AMGEN INC,,,55.54000,-0.072633,1059521
14008,20081231,AMGN,AMGEN INC,,,57.75000,0.039791,1047000
