ticker,datemonth,call_vol,call_open_interest,put_vol,put_open_interest,ratio_vol,ratio_open_interest
AEP,201506,15985,798716,7357,385442,2.172760636128857,2.0722080105437395
AEP,201507,21936,864967,5554,406527,3.9495858840475333,2.127698775235101
AEP,201508,23965,852919,8789,395115,2.7267038343383776,2.158660136922162
AEP,201509,41356,824074,15355,385625,2.693324649951156,2.136982820097245
AEP,201510,40908,906108,20854,405613,1.961638055049391,2.233922482760661
AEP,201511,48333,909316,13466,416583,3.5892618446457747,2.1827967055784803
AEP,201512,32964,880886,13245,516068,2.488788221970555,1.7069184681088538
AEP,201601,23805,628161,11934,390156,1.9947209653092006,1.6100252206809584
AEP,201602,40232,613859,14415,351940,2.790981616371835,1.7442149229982384
AEP,201603,27801,788850,12455,373532,2.2321156162183864,2.1118672563528693
AEP,201604,24105,842633,16666,454749,1.4463578543141726,1.8529628432387977
AEP,201605,35511,683688,7522,502511,4.720951874501463,1.3605433512898226
AEP,201606,17687,642933,11858,511837,1.4915668746837578,1.2561284158824
AES,200607,42625,1375379,18585,1633175,2.293516276567124,0.8421504125399911
AES,200608,58084,1703823,18904,2086165,3.0725772323317817,0.816724947451424
AES,200609,19391,1352431,12062,1837248,1.6076106781628254,0.7361178240498834
AES,200610,14924,1420157,6126,2061540,2.436173685928828,0.6888816127749159
AES,200611,23199,1249006,50968,2392832,0.4551679485167164,0.5219781413822617
AES,200612,10014,1043201,2921,2396463,3.4282779869907567,0.4353086194111906
AES,200701,19553,839818,9004,1934238,2.171590404264771,0.4341854518420174
AES,200702,14168,437137,8374,1135642,1.691903510866969,0.38492500277376146
AES,200703,12800,511807,92983,1840139,0.13765957217986083,0.2781349669780381
AES,200704,10511,475242,2025,1747568,5.190617283950617,0.2719447826922901
AES,200705,62009,804839,14039,1982097,4.416910036327374,0.40605429502188845
AES,200706,23274,1022422,8598,1956988,2.7069085833914865,0.5224467395814384
AES,200707,30667,1046542,11889,1972950,2.5794431827739928,0.5304452723079652
AES,200708,45407,1389764,12069,2269151,3.7622835363327534,0.6124599024040269
AES,200709,54988,1422453,14828,1895445,3.708389533315349,0.7504585994317957
AES,200710,24235,1727516,5338,2379400,4.540089921318846,0.7260300916197361
AES,200711,23858,1416155,12750,2168984,1.8712156862745097,0.6529116858400063
AES,200712,11493,1161431,6998,2041341,1.6423263789654188,0.5689549173802907
AES,200801,33839,1042684,17285,2157250,1.957708996239514,0.4833394367829412
AES,200802,19823,801884,20412,2044797,0.9711444248481286,0.39215824358114765
AES,200803,13950,900827,18077,2097359,0.7716988438347071,0.4295053922575963
AES,200804,19159,938006,56248,2840415,0.340616555255298,0.3302355465662588
AES,200805,45537,1080514,13550,2782544,3.3606642066420664,0.3883187471608715
AES,200806,24325,947315,16117,2664153,1.5092759198361978,0.35557830199691987
AES,200807,32165,1014266,26881,3052256,1.1965700680778244,0.33230043613641846
AES,200808,88283,1614277,28832,2924860,3.06197974472808,0.5519159891413606
AES,200809,34484,1631133,53238,3027554,0.6477328224200759,0.5387626446960153
AES,200810,26308,1797748,52489,2925574,0.5012097772866696,0.6144941129501424
AES,200811,17470,1552440,24457,1989037,0.7143149200637854,0.7804983014393397
AES,200812,11823,1494300,14682,1892112,0.8052717613404169,0.7897524036632081
AES,200901,15179,1170010,16061,1096566,0.9450843658551772,1.0669763607480078
AES,200902,9887,793489,6043,444331,1.6361078934304154,1.7858060770011546
AES,200903,8362,786580,23452,579036,0.3565580760702712,1.358430218501095
AES,200904,24812,856670,12295,604659,2.0180561203741356,1.4167820209407285
AES,200905,78190,1116969,14194,595279,5.508665633366211,1.8763789752368216
AES,200906,45112,1750250,11359,709883,3.9714763623558413,2.4655471394581925
AES,200907,31529,1405148,13354,632657,2.361015426089561,2.2210265594152916
AES,200908,31451,1307524,17903,729161,1.7567446796626265,1.793189707074295
AES,200909,60984,1325189,25725,668230,2.370612244897959,1.9831330529907367
AES,200910,34014,1552855,32941,873148,1.0325733887860113,1.7784556570020202
AES,200911,82101,1857452,28805,1044247,2.850234334316959,1.7787477483775391
AES,200912,33854,2046541,12694,1136064,2.666929257917126,1.8014310813475296
AES,201001,71413,1462545,17322,864444,4.122676365315783,1.6918909726945874
AES,201002,34806,1437848,10993,777718,3.166196670608569,1.8488038080641056
AES,201003,127800,2462684,7798,733626,16.38881764555014,3.356865759937625
AES,201004,32454,3019127,2664,653374,12.182432432432432,4.620825132313192
AES,201005,21192,2785995,4174,570857,5.077144226161955,4.880372842936147
AES,201006,18025,2321162,20697,696287,0.8708991641300672,3.333628230887551
AES,201007,23504,2202289,16514,811883,1.4232772193290542,2.712569421948729
AES,201008,38510,2414240,12082,946794,3.1873861943386856,2.549910540201987
AES,201009,47599,2380464,11765,849182,4.045813854653634,2.8032435920686023
AES,201010,74812,2502019,13240,1035521,5.650453172205438,2.4161933944362306
AES,201011,40979,2427815,6746,1026205,6.074562703824489,2.3658187204311028
AES,201012,71720,2107435,9404,976670,7.626541897065079,2.157775912027604
AES,201101,27641,1260916,15424,911579,1.7920772821576763,1.3832218600911166
AES,201102,9964,431043,5813,676662,1.7140891106141407,0.6370137528042066
AES,201103,27188,622416,7217,849579,3.76721629485936,0.7326169785270116
AES,201104,9785,512194,7461,772642,1.3114863959254792,0.6629124484560767
AES,201105,31280,719550,7332,854124,4.266230223677032,0.8424420810093148
AES,201106,3884,417228,1235,723708,3.1449392712550606,0.5765142847667843
AES,201107,2841,330503,1352,646881,2.1013313609467454,0.5109177731298338
AES,201108,29598,561512,8032,694256,3.6850099601593627,0.8087967550874605
AES,201109,5241,542472,2382,527866,2.200251889168766,1.0276699010733785
AES,201110,8605,515880,1417,514333,6.0726887791107975,1.0030077790069858
AES,201111,5687,540601,2401,518035,2.3685964181591004,1.043560763268891
AES,201112,4922,538629,1392,507307,3.535919540229885,1.0617417066983108
AES,201201,7453,461680,2855,344524,2.610507880910683,1.3400517815885105
AES,201202,6341,327541,1177,86937,5.3874256584536955,3.767567318863085
AES,201203,2826,273916,8781,143902,0.3218312265117868,1.903489875053856
AES,201204,1179,242749,1248,219712,0.9447115384615384,1.104850895718031
AES,201205,7118,281392,9450,131825,0.7532275132275132,2.1345875213351033
AES,201206,6068,257807,1313,92709,4.621477532368622,2.780819553657142
AES,201207,7902,337343,1958,99241,4.035750766087845,3.399230156890801
AES,201208,5322,421387,2156,113682,2.468460111317254,3.7067169824598443
AES,201209,2624,303573,1272,86567,2.0628930817610063,3.5067982025483153
AES,201210,2079,302112,1661,100492,1.2516556291390728,3.006328861998965
AES,201211,5732,269175,1309,96714,4.378915202444614,2.78320615422793
AES,201212,3172,290350,640,83358,4.95625,3.4831689819813336
AES,201301,6025,262112,1295,73497,4.652509652509653,3.5662952229342695
AES,201302,7331,137989,1733,41181,4.230236583958454,3.3507928413588792
AES,201303,5431,218628,1727,64911,3.144759698899826,3.368119425058927
AES,201304,11176,277155,1702,75184,6.566392479435958,3.6863561396041713
AES,201305,5199,193885,2067,68461,2.5152394775036284,2.8320503644410686
AES,201306,2849,215426,973,45141,2.9280575539568345,4.7722912651469835
AES,201307,2193,244926,638,47995,3.43730407523511,5.103156578810292
AES,201308,8140,185425,1876,51974,4.339019189765459,3.5676492092199945
AES,201309,2621,125000,2095,61056,1.251073985680191,2.0473008385744236
AES,201310,9425,228846,3646,106312,2.5850246845858473,2.1525886071186697
AES,201311,4457,165279,2593,84368,1.7188584650983416,1.9590247487198937
AES,201312,4135,141102,7802,81024,0.5299923096641886,1.7414840047393365
AES,201401,2632,157788,1698,85205,1.5500588928150765,1.8518631535708
AES,201402,5980,148625,1374,74391,4.352256186317321,1.9978895296474035
AES,201403,1896,132548,870,53139,2.179310344827586,2.494363838235571
AES,201404,2268,140818,1083,43970,2.0941828254847645,3.202592676825108
AES,201405,4473,149023,3885,46299,1.1513513513513514,3.2187088274044795
AES,201406,22279,231821,6664,103405,3.343187274909964,2.2418741840336542
AES,201407,4953,322217,1148,101688,4.314459930313589,3.1686826370859884
AES,201408,6460,202641,2075,46648,3.113253012048193,4.344044760761448
AES,201409,4586,220340,12046,206188,0.38070728872654824,1.0686363900905969
AES,201410,3885,236823,12198,194441,0.31849483521888833,1.2179684325836628
AES,201411,3487,181404,4941,106451,0.7057275855090063,1.7041079933490526
AES,201412,1996,131899,2731,56947,0.7308678139875503,2.3161711767081674
AES,201501,5011,144055,3523,65768,1.4223673005960829,2.1903509305437296
AES,201502,4553,157235,6962,81134,0.6539787417408791,1.9379668203219365
AES,201503,5325,204800,10090,130403,0.5277502477700694,1.5705160157358342
AES,201504,5270,230546,21520,263720,0.24488847583643122,0.874207492795389
AES,201505,6803,184851,4550,238521,1.4951648351648352,0.7749883658042688
AES,201506,1997,119334,1256,115331,1.589968152866242,1.0347087946865976
AES,201507,2305,125003,526,110302,4.38212927756654,1.133279541622092
AES,201508,3758,125041,5867,125233,0.6405317879665928,0.9984668577771035
AES,201509,15191,166773,100588,205182,0.15102199069471509,0.8128052168318859
AES,201510,22234,195351,57857,285122,0.38429230689458493,0.6851488134903655
AES,201511,5628,200069,1249,134561,4.506004803843075,1.4868275354671858
AES,201512,6023,200656,8197,141742,0.7347810174454068,1.41564250539713
AES,201601,3594,226520,2584,109132,1.3908668730650156,2.075651504599934
AES,201602,8480,300761,8953,105562,0.9471685468558025,2.8491407892991796
AES,201603,10550,303722,1434,136526,7.357043235704324,2.2246458550019774
AES,201604,4952,290366,587,44281,8.43611584327087,6.557349653350196
AES,201605,7541,198814,841,38549,8.966706302021404,5.157435990557472
AES,201606,4148,142653,634,32673,6.542586750788644,4.366082086126159
AIG,200607,114190,6841565,118952,5781008,0.9599670455309705,1.1834553766401983
AIG,200608,301917,8360716,233120,6539744,1.2951141043239534,1.2784469850807616
AIG,200609,182314,7426437,135200,5449794,1.3484763313609467,1.36270049840416
AIG,200610,167623,9023753,168488,6902015,0.9948661032239685,1.3074084886804795
AIG,200611,596343,10104572,201598,7360771,2.9580799412692587,1.372760000277145
AIG,200612,177069,10035792,89602,6988066,1.976172406865918,1.4361329729856587
AIG,200701,202509,10008634,127728,6709913,1.5854706877113867,1.4916190418564295
AIG,200702,204782,7426291,147485,5622992,1.388493745126623,1.320700972009208
AIG,200703,276334,8695759,249966,7319393,1.1054863461430755,1.1880437353206748
AIG,200704,132967,8402964,83587,7040463,1.590761721320301,1.193524346339154
AIG,200705,402366,9846792,203921,7690442,1.973146463581485,1.2803935066411007
AIG,200706,234250,9425816,158247,7428557,1.480280826808723,1.2688623106748727
AIG,200707,297507,10685143,340688,8875544,0.8732535340252665,1.2038859815240621
AIG,200708,436506,11860413,432167,11432397,1.010040100239028,1.0374388678069875
AIG,200709,159496,8693586,190109,9035695,0.8389713269755772,0.9621380535752923
