ticker,datemonth,call_vol,call_open_interest,put_vol,put_open_interest,ratio_vol,ratio_open_interest
ABT,200607,129187,2526475,58271,1869838,2.2170033121106556,1.3511732032400667
ABT,200608,90101,3131820,54609,2383826,1.649929498800564,1.3137787741219367
ABT,200609,46361,2607319,47660,2304334,0.9727444397817877,1.1314848455128466
ABT,200610,97260,2864815,98604,3005476,0.9863697213094803,0.9531984284685687
ABT,200611,64136,2894159,67743,3127006,0.9467546462365115,0.9255367594433781
ABT,200612,62853,2832287,34408,2947306,1.8266972797023948,0.9609748699320668
ABT,200701,517036,2683860,53619,2696603,9.64277588168373,0.9952744248968054
ABT,200702,62378,2296708,51972,1919368,1.2002231971061341,1.1965959628377674
ABT,200703,97341,2533803,88926,2364375,1.0946292422913433,1.0716586835844568
ABT,200704,116774,2628951,64334,2583427,1.8151210868281158,1.0176215546249225
ABT,200705,73778,2871979,58719,2840583,1.25645872715816,1.011052660668602
ABT,200706,64372,2695860,53130,2765980,1.2115942028985507,0.9746491297840186
ABT,200707,88597,3031954,50035,2945612,1.7707005096432498,1.0293120750458649
ABT,200708,77505,3259316,51235,3316080,1.5127354347613935,0.9828821982581843
ABT,200709,30983,2568863,20786,2710961,1.4905705763494659,0.9475839010594398
ABT,200710,87942,3186179,70546,3447801,1.2465908768746634,0.9241191704509628
ABT,200711,122784,3271168,159299,4065858,0.7707769665848498,0.8045455596334157
ABT,200712,53979,3114182,36317,3935105,1.4863287165790127,0.7913847279805748
ABT,200801,505673,2381856,73086,3002983,6.918876392195496,0.7931633312609495
ABT,200802,52640,1773158,52229,1962792,1.0078691914453657,0.9033855854313652
ABT,200803,33309,1801965,35637,1968083,0.9346746359121139,0.9155940069600723
ABT,200804,82467,2035373,50924,2337627,1.6194132432644726,0.8707005009781287
ABT,200805,96205,2377256,49675,2234964,1.9366884750880724,1.0636663498830405
ABT,200806,53120,2451749,26995,2112767,1.9677718095943693,1.1604445733959305
ABT,200807,217804,2949731,53528,2327438,4.068973247646092,1.2673725358097616
ABT,200808,79157,2911182,44138,2314855,1.7933979790656578,1.2576087919113723
ABT,200809,99158,3153707,49115,2477560,2.0188944314364248,1.2729084260320638
ABT,200810,201965,3820370,94631,2905740,2.1342371949995247,1.3147666343169038
ABT,200811,116405,3552261,82341,2765436,1.4136942713836362,1.2845211388005364
ABT,200812,97826,3741517,68285,3133039,1.4326133118547266,1.1942133500412857
ABT,200901,204410,3092884,94171,2284300,2.170625776512939,1.3539745217353236
ABT,200902,176292,3090089,107204,1757824,1.6444535651654788,1.757905797167407
ABT,200903,184482,3957430,104387,2307613,1.7672890302432296,1.7149452702857888
ABT,200904,260752,4414686,147502,2572501,1.7677861995091593,1.7161066215328973
ABT,200905,181891,4249763,98629,2350037,1.8441938983463282,1.8083813148473833
ABT,200906,168672,4967217,85358,2837305,1.9760537969493193,1.7506813684112212
ABT,200907,227426,5305175,141830,3131243,1.603511245857717,1.6942712526622814
ABT,200908,149914,5187354,100776,3179616,1.4875962530761293,1.631440400350231
ABT,200909,195969,4769600,141779,3204759,1.3822145733853393,1.4882866387144869
ABT,200910,529419,5030142,131639,3923804,4.0217488738139915,1.281955469743137
ABT,200911,169521,4450695,117402,3870178,1.443936219144478,1.1499974936553305
ABT,200912,109311,4672667,79356,4000257,1.3774761832753668,1.168091700108268
ABT,201001,1236326,2939948,96891,2818588,12.759967386031727,1.0430570200398213
ABT,201002,89609,2325358,68973,2212059,1.2991895379351341,1.0512187966053346
ABT,201003,133265,2814179,110807,2634485,1.2026767261996083,1.0682083974666776
ABT,201004,193355,2958215,93811,2834121,2.061112236304911,1.0437857099255818
ABT,201005,117070,3212376,99921,3144325,1.171625584211527,1.021642482885834
ABT,201006,99755,3632831,72370,3413265,1.3784026530330247,1.0643272643641792
ABT,201007,292867,3825163,88644,3561354,3.303855872929922,1.074075478034478
ABT,201008,117310,4177933,75032,3718819,1.5634662543981235,1.1234569361939906
ABT,201009,108851,3915433,78455,3397895,1.3874322860238353,1.1523113574727883
ABT,201010,447401,3902403,117374,3850759,3.8117555847121167,1.0134113820158572
ABT,201011,142092,4092932,155264,4153558,0.9151638499587799,0.9854038393107789
ABT,201012,162493,4735869,103351,4624129,1.5722441002022234,1.0241645507726969
ABT,201101,424025,4773857,193035,4223318,2.196622374180848,1.1303569847214916
ABT,201102,252520,5032037,162597,3590022,1.5530421840501363,1.4016730259591723
ABT,201103,227680,6236202,131638,4583997,1.7295917592184626,1.3604289008042545
ABT,201104,1110486,5421901,119546,4121244,9.28919411774547,1.3155981543436885
ABT,201105,146264,5566804,102766,4411018,1.4232722885000875,1.2620225081829184
ABT,201106,93651,5389967,69605,4125151,1.3454636879534516,1.3066108367911866
ABT,201107,1175703,4452760,132929,4067566,8.844593730487704,1.094698893638112
ABT,201108,205043,5073788,234078,5239579,0.8759601500354582,0.968357953950117
ABT,201109,120361,4845763,115178,4478040,1.0449999131778638,1.082116952952631
ABT,201110,428903,5226706,181333,4768712,2.365278244996774,1.0960414468309263
ABT,201111,142201,5612210,98330,5002075,1.4461608868097224,1.121976379802382
ABT,201112,116070,5494236,78892,4500699,1.4712518379556863,1.220751709901062
ABT,201201,2934994,4113032,109611,3889424,26.776454917845836,1.0574912891986064
ABT,201202,180310,4236574,84028,2808407,2.145832341600419,1.508532773205593
ABT,201203,202235,5442310,94819,3236082,2.132853120155243,1.6817589912740158
ABT,201204,1053884,5381663,81999,3248322,12.852400639032183,1.6567517013399533
ABT,201205,92956,5079931,82824,3523599,1.1223316912972086,1.4416881716676613
ABT,201206,131297,4510650,74775,3394752,1.7558943497158142,1.3287126717945819
ABT,201207,1398771,3739571,101657,3674007,13.759711579133754,1.017845366108448
ABT,201208,86899,4152093,62907,3876927,1.3813883987473572,1.070975285322628
ABT,201209,163484,3805870,61641,3048103,2.652195778783602,1.2486028195241434
ABT,201210,1927903,3755067,161033,3950562,11.972098886563623,0.9505146356391825
ABT,201211,121934,3217169,94826,4075054,1.2858709636597558,0.7894788633475778
ABT,201212,88253,3054715,64756,3699593,1.362854407313608,0.8256894744908426
ABT,201301,1281303,2878852,51019,3120716,25.114231952801898,0.9224972730616948
ABT,201302,99570,2300385,70549,1751968,1.4113594806446583,1.3130291192533197
ABT,201303,52519,1996307,35339,1714147,1.4861484478904328,1.1646066527549854
ABT,201304,490964,1983833,71286,2160952,6.887242936902057,0.9180365875780675
ABT,201305,84518,1794432,47111,1928155,1.7940183821188258,0.9306471730747787
ABT,201306,48040,1627808,33458,1621904,1.4358299958156495,1.0036401661257386
ABT,201307,98044,1985790,43178,1916369,2.2706934086803465,1.0362252781171057
ABT,201308,63908,2097413,29332,1767182,2.178780853675167,1.186868698300458
ABT,201309,78524,1851937,42436,1437192,1.8504100292204733,1.2885800922910786
ABT,201310,146047,2454902,81521,1974992,1.7915261098367292,1.2429933893403113
ABT,201311,64513,2011114,38232,1675805,1.6874084536513916,1.2000883157646625
ABT,201312,67580,1995673,29674,1762215,2.2774145716789107,1.1324798619918681
ABT,201401,242429,1836151,63086,1528607,3.8428335922391654,1.2011923273935028
ABT,201402,62497,1620511,27219,1074954,2.2960799441566553,1.507516600710356
ABT,201403,51202,1704619,45792,1190405,1.1181429070580013,1.4319655915423741
ABT,201404,70394,1754329,27693,1294402,2.5419420070053804,1.35532006285528
ABT,201405,53660,1708922,17812,1205217,3.0125757916011677,1.4179371847559403
ABT,201406,68110,1803181,17160,1071022,3.969114219114219,1.6836078063755926
ABT,201407,141726,2339014,27589,1219829,5.137047373953387,1.9174933535766079
ABT,201408,41974,1984850,14709,1125307,2.853627031069413,1.7638297815618316
ABT,201409,33484,1808271,28014,1183474,1.1952595131005925,1.5279347074798433
ABT,201410,86684,2230459,47301,1809844,1.8326039618612715,1.232404008301268
ABT,201411,53444,1972845,14625,1606724,3.6542905982905984,1.227868009689281
ABT,201412,113311,2342850,38351,1695863,2.954577455607416,1.3815090016115688
ABT,201501,136875,1612740,46902,1312321,2.9183190482282204,1.228921887251671
ABT,201502,61608,1318856,33071,1171034,1.8629010311148742,1.126232030837704
ABT,201503,88826,1724017,28492,1398682,3.1175768636810335,1.232601120197443
ABT,201504,119522,1685026,56092,1412262,2.130820794409185,1.19313979983884
ABT,201505,74626,1725015,30740,1618444,2.42765126870527,1.0658478143204213
ABT,201506,135762,2659953,81171,2318729,1.6725431496470415,1.1471599311519372
ABT,201507,74049,2908001,33010,2381839,2.243229324447137,1.2209057791059765
ABT,201508,128374,2363683,53191,2008767,2.4134534037713147,1.1766835078433686
ABT,201509,147548,2391324,80128,1695857,1.8414037539936101,1.410097667433044
ABT,201510,133453,2337984,127237,1977947,1.048853713935412,1.182025605337251
ABT,201511,38894,2191025,31880,1853186,1.220012547051443,1.1823017225470083
ABT,201512,42627,1980505,26925,1818143,1.583175487465181,1.0893010065764903
ABT,201601,96213,1717720,78655,1347099,1.2232280211048248,1.275125287747968
ABT,201602,75478,1836935,44850,1492963,1.6828985507246377,1.230395528891205
ABT,201603,47565,1940097,28278,1387007,1.6820496499045194,1.398765110774495
ABT,201604,102354,1948120,50387,1281542,2.0313572945402583,1.5201374594043737
ABT,201605,86153,2553367,78021,1819713,1.1042283487778932,1.4031701702411314
ABT,201606,88395,2761369,56738,2065554,1.557950579858296,1.3368660417495741
AEP,200607,4178,528673,2053,399779,2.035070628348758,1.322413133256124
AEP,200608,19132,648744,9557,482213,2.0018834362247566,1.3453473879800006
AEP,200609,3597,592788,2380,428292,1.511344537815126,1.3840744165195709
AEP,200610,17255,727942,12945,567215,1.3329470838161452,1.283361688248724
AEP,200611,104382,580915,7492,608128,13.932461292044847,0.9552511971163965
AEP,200612,15338,558043,5496,560446,2.7907569141193593,0.9957123433836623
AEP,200701,9934,455076,7069,490845,1.4052907058989956,0.9271277083396999
AEP,200702,27663,211524,3965,342915,6.976796973518285,0.6168409080967586
AEP,200703,9087,283040,7331,405907,1.239530759787205,0.6973025840894589
AEP,200704,8824,302531,5254,421271,1.679482299200609,0.7181386803269154
AEP,200705,55529,306974,7849,468470,7.07465919225379,0.655269280850428
AEP,200706,12272,336017,16934,429856,0.7246958781150349,0.7816966612074742
AEP,200707,16596,378376,11281,452501,1.4711461749844872,0.8361882073188789
AEP,200708,15848,431165,10662,495415,1.4864003001313075,0.8703107495735898
AEP,200709,6292,363152,3815,426177,1.6492791612057667,0.852115435605394
AEP,200710,11075,472249,7770,534516,1.4253539253539254,0.8835076966826063
AEP,200711,14875,401083,12572,498601,1.183184855233853,0.8044167580891334
AEP,200712,9199,336707,4155,437143,2.21395908543923,0.7702445195279348
AEP,200801,14372,361724,9581,377638,1.5000521866193508,0.9578591137544421
AEP,200802,21490,482310,11471,302296,1.8734199285153865,1.5954891894037633
AEP,200803,10066,532028,4914,332768,2.0484330484330484,1.5987955572651216
AEP,200804,21632,660421,6994,379735,3.092936802973978,1.7391628372417607
AEP,200805,17103,591736,12744,407337,1.3420433145009416,1.4526939610199907
AEP,200806,17130,568416,9487,435782,1.8056287551386108,1.304358601319008
AEP,200807,16227,657808,7024,499518,2.310222095671982,1.3168854776004069
AEP,200808,10761,569812,5827,382640,1.8467478977175218,1.489159523311729
AEP,200809,11035,514097,22209,383369,0.4968706380296276,1.3409978375925022
AEP,200810,12314,596019,8485,447417,1.451266941661756,1.332133110722212
AEP,200811,20651,547929,8342,340357,2.47554543274994,1.6098655235532102
AEP,200812,16830,610759,7332,353641,2.295417348608838,1.7270593624608006
AEP,200901,13125,390188,7049,240519,1.861966236345581,1.6222751632927128
AEP,200902,42490,284175,10112,163383,4.201938291139241,1.7393180441049558
AEP,200903,24740,378665,31920,310385,0.775062656641604,1.219984857515666
AEP,200904,24453,476526,30868,555925,0.7921796034728521,0.8571767774430004
AEP,200905,65252,454664,36293,512466,1.797922464387072,0.88720812697818
AEP,200906,28349,644863,18450,645099,1.5365311653116531,0.9996341646785997
AEP,200907,35502,749959,41500,791752,0.8554698795180723,0.9472145318230961
AEP,200908,100480,771765,17143,835261,5.861284489295922,0.923980647965127
AEP,200909,13402,816809,17276,632448,0.7757582773790229,1.2915038074276461
AEP,200910,22623,973515,16861,721599,1.3417353656366764,1.3491080225998096
AEP,200911,48143,944454,27290,674604,1.7641260534994503,1.4000124517494708
AEP,200912,49938,1165794,26690,778700,1.8710378418883478,1.4971028637472712
AEP,201001,32149,1021002,15646,589146,2.0547743832289402,1.7330203379128433
AEP,201002,111043,992927,15431,530820,7.196098762231871,1.8705531065144494
AEP,201003,21045,1059477,14784,637170,1.4234983766233766,1.6627854418757946
AEP,201004,17338,1018933,11322,635371,1.5313548842960607,1.6036819433055647
AEP,201005,49085,1147667,23206,719460,2.11518572782901,1.5951783281905874
AEP,201006,13488,1300242,9775,686332,1.379846547314578,1.8944796395913348
AEP,201007,22464,1272495,12360,679303,1.8174757281553398,1.873236243620299
AEP,201008,299060,1206414,11893,718211,25.14588413352392,1.6797487089448644
AEP,201009,24235,1183412,13851,608976,1.7496931629485235,1.9432818370510496
AEP,201010,19624,1276272,14772,762482,1.3284592472244787,1.6738388578353325
AEP,201011,260251,1177452,14500,840798,17.948344827586208,1.4003981931450835
AEP,201012,20736,1305571,12785,855631,1.6219006648416112,1.5258575250312343
AEP,201101,23391,1125515,15333,718523,1.5255331637644296,1.5664286320688412
AEP,201102,158969,784585,13147,495960,12.091655891077812,1.581952173562384
AEP,201103,34887,954023,18268,587760,1.909732866214145,1.623150605689397
AEP,201104,17743,965085,15890,578562,1.1166142227816236,1.6680753315979964
AEP,201105,212009,1160264,27042,728019,7.839989645736262,1.5937276362292743
AEP,201106,31181,1361027,7404,742693,4.211372231226364,1.8325566553071053
AEP,201107,21775,1228690,8788,699727,2.477810650887574,1.7559562515095173
AEP,201108,88044,1450021,51740,900273,1.7016621569385388,1.6106458818602802
AEP,201109,30914,1386381,27428,822580,1.1270963978416217,1.6854056748279802
AEP,201110,36523,1470764,20265,969838,1.8022699235134467,1.5165048183304841
AEP,201111,441783,1167550,17558,863949,25.161350951133386,1.3514107892942755
AEP,201112,34493,1126838,18794,671190,1.8353197829094392,1.6788658949030826
AEP,201201,32234,1054249,15920,642311,2.024748743718593,1.6413372961073374
AEP,201202,109704,1023993,28137,574281,3.89892312613285,1.7830870253412527
AEP,201203,39016,1448466,15426,769776,2.5292363542071827,1.8816720708361914
AEP,201204,38734,1375331,17535,723591,2.2089535215283718,1.900702192260545
AEP,201205,68302,1323359,23633,783783,2.89011128506749,1.688425240149378
AEP,201206,34549,1251602,16442,784369,2.101265052913271,1.595680094445344
AEP,201207,53980,1536421,14568,823279,3.7053816584294346,1.866221536077077
AEP,201208,248865,1798989,22117,917647,11.252204186824615,1.96043685643826
AEP,201209,10139,1376785,8143,690845,1.245118506692865,1.9928999992762486
AEP,201210,20720,1490457,11159,807981,1.8567972040505423,1.8446683771029269
AEP,201211,130619,1184142,12887,773860,10.135718165593234,1.5301760008270229
AEP,201212,23566,1058225,16480,705513,1.4299757281553398,1.499936925329512
AEP,201301,27774,1038844,14332,720178,1.9379012001116382,1.442482275215294
AEP,201302,87030,658065,12799,417924,6.799749980467224,1.5746044735406437
AEP,201303,16122,734828,5263,379719,3.0632718981569447,1.9351889160142106
AEP,201304,27236,825361,10581,456935,2.5740478215669595,1.8062984888441462
AEP,201305,65176,423489,12973,401857,5.023972866723194,1.053830093789582
AEP,201306,14816,401520,16715,405991,0.8863894705354473,0.9889874406082894
AEP,201307,23176,554885,13511,465738,1.7153430538080083,1.1914101919963584
AEP,201308,21563,576523,11526,463915,1.870813812250564,1.2427341215524395
AEP,201309,16499,606701,9849,469686,1.6751954513148544,1.2917161678227582
AEP,201310,24772,734572,13311,532600,1.8610172038163924,1.379218926023282
AEP,201311,26044,669727,10992,509986,2.369359534206696,1.313226245426345
AEP,201312,12019,721698,6401,530139,1.8776753632244962,1.361337309648979
AEP,201401,18263,687794,9585,458676,1.9053729786124152,1.4995203585973542
AEP,201402,33664,607646,7055,371385,4.771651311126861,1.6361619343807638
AEP,201403,15753,630520,6730,352797,2.3407132243684994,1.7872034059246535
AEP,201404,20005,708975,7206,356552,2.776158756591729,1.9884196414548228
AEP,201405,82812,573292,7529,380886,10.999070261654934,1.5051537730449531
AEP,201406,13662,601195,5829,403648,2.343798250128667,1.4894041342952276
AEP,201407,16091,680620,5139,479025,3.1311539209963026,1.4208444235687072
AEP,201408,19357,709591,8169,485679,2.369567878565308,1.4610287865030196
AEP,201409,9129,734220,3282,472563,2.7815356489945153,1.5536976022244653
AEP,201410,33997,850146,9297,560253,3.6567710013983006,1.5174323029060086
AEP,201411,80940,859788,5409,489026,14.963948973932334,1.758164187589208
AEP,201412,23744,902066,6504,446883,3.6506765067650675,2.018573094076078
AEP,201501,22807,661298,5759,346762,3.9602361521097413,1.9070659414814772
AEP,201502,34109,550892,5757,254653,5.924787215563661,2.16330457524553
AEP,201503,24460,700793,8013,292710,3.0525396231124424,2.3941546240306106
AEP,201504,14463,723543,8072,304252,1.791749256689792,2.3781043345647688
AEP,201505,13922,715281,9215,316394,1.5107976125881715,2.260728711669627
